orig_source	seqid	short_seqid	label	taxon	kingdom	phylum	klass	order	family	master_seqid	orig_seqid	exons	adj_exons
bothref99_annots.tsv	BGC0002171__EHA27898.1	BGC0002171__EHA27898.1	ASPNIDRAFT_41846|NRP/Polyketide (pyrophen/campyrone B)|hypothetical protein (biosynthetic)	Aspergillus niger ATCC 1015	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	BGC0002171__EHA27898.1	None	None	None
bothref99_annots.tsv	BGC0002175__BAE61567.1	BGC0002175__BAE61567.1	AO090102000545|Polyketide (YWA1)|unknown protein (biosynthetic)	Aspergillus oryzae RIB40	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	BGC0002175__BAE61567.1	None	None	None
bothref99_annots.tsv	BGC0002177__KDB16994.1	BGC0002177__KDB16994.1	UV8b_2086|Polyketide (ustilaginoidin N/ustilaginoidin O/ustilaginoidin M/ustilaginoidin A/ustilaginoidin F/ustilaginoidin E/ustilaginoidin D/ustilaginoidin G)|polyketide synthetase PksP (biosynthetic)	Ustilaginoidea virens	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	BGC0002177__KDB16994.1	None	None	None
bothref99_annots.tsv	BGC0002180__CBF82304.1	BGC0002180__CBF82304.1	ANIA_11191|Polyketide ((+)-asperlin/(2Z,4Z,6E)-octa-2,4,6-trienoic acid)|polyketide synthase, putative (JCVI) (biosynthetic)	Aspergillus nidulans FGSC A4	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	BGC0002180__CBF82304.1	None	None	None
bothref99_annots.tsv	BGC0002185__BCA42568.1	BGC0002185__BCA42568.1	grgA|Polyketide (gregatin A)|polyketide synthase GrgA (biosynthetic)	Penicillium sp.	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	BGC0002185__BCA42568.1	None	None	None
bothref99_annots.tsv	BGC0002186__ESU15174.1	BGC0002186__ESU15174.1	FGSG_08208|NRP/Polyketide (fusaristatin A)|hypothetical protein (biosynthetic)	Fusarium graminearum PH-1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	BGC0002186__ESU15174.1	None	None	None
bothref99_annots.tsv	BGC0002187__OAQ63050.2	BGC0002187__OAQ63050.2	VFPPC_08959|Polyketide (monorden D/monocillin IV/monocillin VI/monocillin VII/pochonin M/monocillin V/monocillin II)|polyketide synthase (biosynthetic)	Pochonia chlamydosporia 170	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	BGC0002187__OAQ63050.2	None	None	None
bothref99_annots.tsv	BGC0002187__OAQ63055.1	BGC0002187__OAQ63055.1	VFPPC_08964|Polyketide (monorden D/monocillin IV/monocillin VI/monocillin VII/pochonin M/monocillin V/monocillin II)|polyketide synthase (biosynthetic)	Pochonia chlamydosporia 170	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	BGC0002187__OAQ63055.1	None	None	None
bothref99_annots.tsv	BGC0002188__EKJ70677.1	BGC0002188__EKJ70677.1	PKS6|NRP/Polyketide (W493 B/W493 A)|PKS6 (biosynthetic)	Fusarium pseudograminearum CS3096	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	BGC0002188__EKJ70677.1	None	None	None
bothref99_annots.tsv	BGC0002190__KFH44362.1	BGC0002190__KFH44362.1	ACRE_048170|Polyketide (sorbicillin/2'3'-dihydrosorbicillin/sorbicillinol/oxosorbicillinol/bisvertinolone (spelled bisvertinolon in paper)/dihydrobisvertinolone/tetrahydrobisvertinolone/bisorbicillinol/2'3'-dihydrosorbicillinol)|Conidial yellow pigment biosynthesis polyketide synthase-like protein (biosynthetic)	Acremonium chrysogenum ATCC 11550	Fungi	Ascomycota	Sordariomycetes	Hypocreales	None	BGC0002190__KFH44362.1	None	None	None
bothref99_annots.tsv	BGC0002190__KFH44396.1	BGC0002190__KFH44396.1	ACRE_048180|Polyketide (sorbicillin/2'3'-dihydrosorbicillin/sorbicillinol/oxosorbicillinol/bisvertinolone (spelled bisvertinolon in paper)/dihydrobisvertinolone/tetrahydrobisvertinolone/bisorbicillinol/2'3'-dihydrosorbicillinol)|Lovastatin nonaketide synthase-like protein (biosynthetic)	Acremonium chrysogenum ATCC 11550	Fungi	Ascomycota	Sordariomycetes	Hypocreales	None	BGC0002190__KFH44396.1	None	None	None
bothref99_annots.tsv	BGC0002191__ESU09893.1	BGC0002191__ESU09893.1	FGSG_03340|Polyketide (prolipyrone B/gibepyrone D)|hypothetical protein (biosynthetic)	Fusarium graminearum PH-1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	BGC0002191__ESU09893.1	None	None	None
bothref99_annots.tsv	BGC0002192__GAW21479.1	BGC0002192__GAW21479.1	ANO14919_109980|Polyketide (FR901512)|hypothetical protein (biosynthetic)	fungal sp. No.14919	Fungi	Fungi	None	None	None	BGC0002192__GAW21479.1	None	None	None
bothref99_annots.tsv	BGC0002194__OSS48297.1	BGC0002194__OSS48297.1	B5807_07929|Polyketide (epipyrone A)|hypothetical protein (biosynthetic)	Epicoccum nigrum	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	BGC0002194__OSS48297.1	None	None	None
bothref99_annots.tsv	BGC0002196__QBK15044.1	BGC0002196__QBK15044.1	-|Polyketide (clavatol)|clavatol synthase ClaF (biosynthetic)	Penicillium crustosum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	BGC0002196__QBK15044.1	None	None	None
bothref99_annots.tsv	BGC0002196__QBK15047.1	BGC0002196__QBK15047.1	-|Polyketide (clavatol)|polyketide synthase ClaI (biosynthetic)	Penicillium crustosum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	BGC0002196__QBK15047.1	None	None	None
bothref99_annots.tsv	BGC0002197__QBK15049.1	BGC0002197__QBK15049.1	-|Polyketide/NRP (terrestric acid)|PKS-NRPS hybrid TraA (biosynthetic)	Penicillium crustosum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	BGC0002197__QBK15049.1	None	None	None
bothref99_annots.tsv	BGC0002203__EJP62832.1	BGC0002203__EJP62832.1	BBA_08219|NRP/Polyketide/Other (beauveriolide B/beauveriolide C/beauveriolide D)|polyketide synthase, putative (biosynthetic)	Beauveria bassiana ARSEF 2860	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	BGC0002203__EJP62832.1	None	None	None
bothref99_annots.tsv	BGC0002204__QOG08944.1	BGC0002204__QOG08944.1	ffsA|Polyketide/NRP (flavichalasine F/flavichalasine G/aspochalasin C/aspochalasin E/aspochalasin M/TMC-169/aspergillin PZ)|FfsA (biosynthetic)	Aspergillus flavipes	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	BGC0002204__QOG08944.1	None	None	None
bothref99_annots.tsv	BGC0002205__EAT91803.2	BGC0002205__EAT91803.2	SNOG_00308|Polyketide/NRP (phomacin D/phomacin E)|hypothetical protein (biosynthetic)	Parastagonospora nodorum SN15	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	BGC0002205__EAT91803.2	None	None	None
bothref99_annots.tsv	BGC0002206__OPB37944.1	BGC0002206__OPB37944.1	A0O28_0102280|Polyketide (harziphilone/t22azaphilone/isoharziphilone-1/isoharziphilone-2/compound 4/compound 1)|putative polyketide synthase (biosynthetic)	Trichoderma guizhouense	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	BGC0002206__OPB37944.1	None	None	None
bothref99_annots.tsv	BGC0002206__OPB37950.1	BGC0002206__OPB37950.1	A0O28_0102340|Polyketide (harziphilone/t22azaphilone/isoharziphilone-1/isoharziphilone-2/compound 4/compound 1)|hypothetical protein (biosynthetic)	Trichoderma guizhouense	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	BGC0002206__OPB37950.1	None	None	None
bothref99_annots.tsv	BGC0002209__KIA75596.1	BGC0002209__KIA75596.1	HK57_00655|Polyketide (ustethylin A)|polyketide synthase (biosynthetic)	Aspergillus ustus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	BGC0002209__KIA75596.1	None	None	None
bothref99_annots.tsv	BGC0002210__FAA01291.1	BGC0002210__FAA01291.1	pyvA|Polyketide/NRP (pyranoviolin A)|polyketide synthase-nonribosomal peptide synthetase PyvA (biosynthetic)	Aspergillus violaceofuscus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	BGC0002210__FAA01291.1	None	None	None
bothref99_annots.tsv	BGC0002211__OAG05545.1	BGC0002211__OAG05545.1	CC84DRAFT_1091839|Polyketide (HEx-pks1 polyketide)|PKSKA1 protein (biosynthetic)	Paraphaeosphaeria sporulosa	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	BGC0002211__OAG05545.1	None	None	None
bothref99_annots.tsv	BGC0002212__ESK96613.1	BGC0002212__ESK96613.1	Moror_6833|Polyketide (HEx-pks15 polyketide)|polyketide synthase (biosynthetic)	Moniliophthora roreri MCA 2997	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	BGC0002212__ESK96613.1	None	None	None
bothref99_annots.tsv	BGC0002213__EIN09536.1	BGC0002213__EIN09536.1	pks1|Polyketide (HEx-pks16 polyketide)|polyketide synthase (biosynthetic)	Punctularia strigosozonata HHB-11173 SS5	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Punctulariaceae	BGC0002213__EIN09536.1	None	None	None
bothref99_annots.tsv	BGC0002214__KIJ60886.1	BGC0002214__KIJ60886.1	PKS2|Polyketide (HEx-pks17 polyketide)|polyketide synthase (biosynthetic)	Hydnomerulius pinastri MD-312	Fungi	Basidiomycota	Agaricomycetes	Boletales	Paxillaceae	BGC0002214__KIJ60886.1	None	None	None
bothref99_annots.tsv	BGC0002215__ERF77221.1	BGC0002215__ERF77221.1	EPUS_05790|Polyketide (HEx-pks23 polyketide)|hypothetical protein (biosynthetic)	Endocarpon pusillum Z07020	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	BGC0002215__ERF77221.1	None	None	None
bothref99_annots.tsv	BGC0002222__BBU42026.1	BGC0002222__BBU42026.1	zopA|Polyketide (zopfiellin)|putative polyketide synthase (biosynthetic)	Diffractella curvata	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	BGC0002222__BBU42026.1	None	None	None
bothref99_annots.tsv	BGC0002223__QTE76000.1	BGC0002223__QTE76000.1	scyPKS|Polyketide (scytalidin)|ScyPKS (biosynthetic)	Scytalidium album	Fungi	Ascomycota	Leotiomycetes	None	None	BGC0002223__QTE76000.1	None	None	None
bothref99_annots.tsv	BGC0002224__QTE75992.1	BGC0002224__QTE75992.1	zopPKS|Polyketide (zopfiellin)|ZopPKS (biosynthetic)	Diffractella curvata	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	BGC0002222__BBU42026.1	None	None	None
bothref99_annots.tsv	BGC0002227__GAA85575.1	BGC0002227__GAA85575.1	AKAW_03689|NRP (AKML B/AKML D/AKML A/AKML C)|polyketide synthase (biosynthetic)	Aspergillus luchuensis IFO 4308	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	BGC0002227__GAA85575.1	None	None	None
bothref99_annots.tsv	BGC0002228__KZL86691.1	BGC0002228__KZL86691.1	CI238_12752|NRP (CIML B/CIML A/CIML D/CIML C)|polyketide synthase (biosynthetic)	Colletotrichum incanum	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	BGC0002228__KZL86691.1	None	None	None
bothref99_annots.tsv	BGC0002229__OJJ97578.1	BGC0002229__OJJ97578.1	ASPACDRAFT_1904397|Polyketide (6-MSA/aculin A)|hypothetical protein (biosynthetic)	Aspergillus aculeatus ATCC 16872	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	BGC0002229__OJJ97578.1	None	None	None
bothref99_annots.tsv	BGC0002230__QPC57090.1	BGC0002230__QPC57090.1	tolA|Polyketide/NRP (tolypyridone C)|polyketide synthase-nonribosomal peptide synthetase (biosynthetic)	Tolypocladium sp. 49Y	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	BGC0002230__QPC57090.1	None	None	None
bothref99_annots.tsv	BGC0002233__EHK18438.1	BGC0002233__EHK18438.1	TRIVIDRAFT_47407|Polyketide (trichoxide)|putative polyketide synthase (biosynthetic)	Trichoderma virens Gv29-8	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	BGC0002233__EHK18438.1	None	None	None
bothref99_annots.tsv	BGC0002234__EYE95336.1	BGC0002234__EYE95336.1	EURHEDRAFT_499888|Polyketide (flavoglaucin)|polyketide synthase (biosynthetic)	Aspergillus ruber CBS 135680	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	BGC0002234__EYE95336.1	None	None	None
bothref99_annots.tsv	BGC0002235__EHA55860.1	BGC0002235__EHA55860.1	MGG_12447|Polyketide/NRP (ACE1)|polyketide synthase/peptide synthetase (biosynthetic)	Pyricularia oryzae 70-15	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	BGC0002235__EHA55860.1	None	None	None
bothref99_annots.tsv	BGC0002235__EHA55875.1	BGC0002235__EHA55875.1	MGG_15097|Polyketide/NRP (ACE1)|polyketide synthase (biosynthetic)	Pyricularia oryzae 70-15	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	BGC0002235__EHA55875.1	None	None	None
bothref99_annots.tsv	BGC0002236__BAE65965.1	BGC0002236__BAE65965.1	AO090010000048|Polyketide (8-methyldiaporthin)|unknown protein (biosynthetic)	Aspergillus oryzae RIB40	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	BGC0002236__BAE65965.1	None	None	None
bothref99_annots.tsv	BGC0002237__BAE62229.1	BGC0002237__BAE62229.1	AO090701000530|Polyketide (dichlorodiaporthin)|unknown protein (biosynthetic)	Aspergillus oryzae RIB40	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	BGC0002237__BAE62229.1	None	None	None
bothref99_annots.tsv	BGC0002238__BAE61265.1	BGC0002238__BAE61265.1	AO090102000166|Polyketide (2,4'-dihydroxy-3'-methoxypropiophenone)|unknown protein (biosynthetic)	Aspergillus oryzae RIB40	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	BGC0002238__BAE61265.1	None	None	None
bothref99_annots.tsv	BGC0002239__QXF14600.1	BGC0002239__QXF14600.1	pydA|Polyketide/NRP (GKK1032 A2/pyrrocidine A/pyrrocidine B)|PydA (biosynthetic)	Acremonium sp.	Fungi	Ascomycota	Sordariomycetes	Hypocreales	None	BGC0002239__QXF14600.1	None	None	None
bothref99_annots.tsv	BGC0002240__KFG78606.1	BGC0002240__KFG78606.1	MANI_025650|Polyketide (BAB/BAA)|polyketide synthase (biosynthetic)	Metarhizium anisopliae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	BGC0002240__KFG78606.1	None	None	None
bothref99_annots.tsv	BGC0002244__KAF7526531.1	BGC0002244__KAF7526531.1	G7054_g10731|Polyketide (3'-methoxy-1,2-dehydropenicillide/pestalotiollide B/pestalotiollide C/1,2-dehydropenicillide/3-methoxy-1,2-dehydropenicillide/1,2-epoxy-3,4-didehydropenicillide)|hypothetical protein (biosynthetic)	Neopestalotiopsis clavispora	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	BGC0002244__KAF7526531.1	None	None	None
bothref99_annots.tsv	BGC0002250__EDU47082.1	BGC0002250__EDU47082.1	PTRG_04244|Polyketide/NRP (triticone D/triticone E/triticone A/triticone B/triticone F/triticone C)|lovastatin nonaketide synthase (biosynthetic)	Pyrenophora tritici-repentis Pt-1C-BFP	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	BGC0002250__EDU47082.1	None	None	None
bothref99_annots.tsv	BGC0002253__QKG86295.1	BGC0002253__QKG86295.1	SvioA|Polyketide (waikikiamide A/waikikiamide B/waikikiamide C/(+)-semivioxanthin/semivioxanthin)|non-reducing polyketide synthase (biosynthetic)	Aspergillus sp. FM242	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	BGC0002253__QKG86295.1	None	None	None
bothref99_annots.tsv	BGC0002255__AMJ52080.1	BGC0002255__AMJ52080.1	lijA|Polyketide (lijiquinone)|lijA (biosynthetic)	Ascomycota sp. F53	Fungi	Ascomycota	None	None	None	BGC0002255__AMJ52080.1	None	None	None
bothref99_annots.tsv	BGC0002255__AMJ52084.1	BGC0002255__AMJ52084.1	lijE|Polyketide (lijiquinone)|lijE (biosynthetic)	Ascomycota sp. F53	Fungi	Ascomycota	None	None	None	BGC0002255__AMJ52084.1	None	None	None
bothref99_annots.tsv	BGC0002257__QLM00044.1	BGC0002257__QLM00044.1	shwP|Polyketide (rufoschweinitzin)|polyketide synthase (biosynthetic)	Xylaria schweinitzii	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	BGC0002257__QLM00044.1	None	None	None
bothref99_annots.tsv	BGC0002258__BBI47418.1	BGC0002258__BBI47418.1	shmA|Polyketide (shimalactone A/shimalactone B)|polyketide synthase (biosynthetic)	Aspergillus stellatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	BGC0002258__BBI47418.1	None	None	None
bothref99_annots.tsv	BGC0002259__EGX96624.1	BGC0002259__EGX96624.1	CCM_01282|Polyketide/NRP (beauveriolide I/beauveriolide III)|polyketide synthase, putative (biosynthetic)	Cordyceps militaris CM01	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	BGC0002259__EGX96624.1	None	None	None
bothref99_annots.tsv	BGC0002261__BBQ09587.1	BGC0002261__BBQ09587.1	luc5|Polyketide (lucilactaene)|PKS-NRPS hybrid (biosynthetic)	Fusarium sp.	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	BGC0002261__BBQ09587.1	None	None	None
bothref99_annots.tsv	BGC0002266__CEN60541.1	BGC0002266__CEN60541.1	ASPCAL02977|Terpene/Polyketide (calidoustene A/calidoustene B/calidoustene C)|hypothetical protein (biosynthetic)	Aspergillus calidoustus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	BGC0002266__CEN60541.1	None	None	None
bothref99_annots.tsv	BGC0002267__EAU31921.1	BGC0002267__EAU31921.1	ATEG_07659|Polyketide (azasperpyranone A/azasperpyranone B/azasperpyranone C/azasperpyranone D/azasperpyranone E/azasperpyranone F/azasperpyranone G/azasperpyranone H)|hypothetical protein (biosynthetic)	Aspergillus terreus NIH2624	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	BGC0002267__EAU31921.1	None	None	None
bothref99_annots.tsv	BGC0002267__EAU31923.1	BGC0002267__EAU31923.1	ATEG_07661|Polyketide (azasperpyranone A/azasperpyranone B/azasperpyranone C/azasperpyranone D/azasperpyranone E/azasperpyranone F/azasperpyranone G/azasperpyranone H)|hypothetical protein (biosynthetic)	Aspergillus terreus NIH2624	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	BGC0002267__EAU31923.1	None	None	None
bothref99_annots.tsv	BGC0002268__QNH68024.1	BGC0002268__QNH68024.1	PKS-NRPS|Polyketide/NRP (CJ-16,173/CJ-15,696/citridone B/citridone A/citridone B')|PfpA (biosynthetic)	Penicillium sp.	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	BGC0002268__QNH68024.1	None	None	None
bothref99_annots.tsv	BGC0002270__EFY95969.1	BGC0002270__EFY95969.1	MAA_08622|NRP/Polyketide (swainsonine)|polyketide synthase (biosynthetic)	Metarhizium robertsii ARSEF 23	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	BGC0002270__EFY95969.1	None	None	None
bothref99_annots.tsv	BGC0002275__PYH50506.1	BGC0002275__PYH50506.1	BO96DRAFT_451379|NRP/Polyketide (pyrophen/campyrone B)|hypothetical protein (biosynthetic)	Aspergillus niger CBS 101883	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	BGC0002171__EHA27898.1	None	None	None
bothref99_annots.tsv	BGC0002301__QDK64760.1	BGC0002301__QDK64760.1	ashP|Polyketide ((P)-ustilaginoidin A)|AshP (biosynthetic)	Aschersonia paraphysata	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	BGC0002301__QDK64760.1	None	None	None
bothref99_annots.tsv	BGC0002304__AZZ09613.1	BGC0002304__AZZ09613.1	pvhA|Polyketide/NRP (varicidin A)|PvhA (biosynthetic)	Talaromyces variabilis	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	BGC0002304__AZZ09613.1	None	None	None
bothref99_annots.tsv	BGC0002427__EFY96950.1	BGC0002427__EFY96950.1	MAA_07496|Terpene/Polyketide (subglutinol A/subglutinol B)|BcPKS18, polyketide synthase (biosynthetic)	Metarhizium robertsii ARSEF 23	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	BGC0002427__EFY96950.1	None	None	None
bothref99_annots.tsv	BGC0002429__OBR09781.1	BGC0002429__OBR09781.1	CH63R_05473|Terpene/Polyketide (higginsianin B)|Polyketide synthase (biosynthetic)	Colletotrichum higginsianum IMI 349063	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	BGC0002429__OBR09781.1	None	None	None
bothref99_annots.tsv	BGC0002483__AUW31052.1	BGC0002483__AUW31052.1	-|Polyketide (usnic acid)|putative type I PKS (biosynthetic)	Cladonia uncialis subsp. uncialis	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	BGC0002483__AUW31052.1	None	None	None
bothref99_annots.tsv	BGC0002502__AEA35016.1	BGC0002502__AEA35016.1	FUM1|Polyketide (fumonisin B3/fumonisin B2/fumonisin B1)|hypothetical protein (biosynthetic)	Fusarium fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	BGC0002502__AEA35016.1	None	None	None
bothref99_annots.tsv	BGC0002505__QOJ72663.1	BGC0002505__QOJ72663.1	XenE|Polyketide/NRP (xenoacremone A)|XenE (biosynthetic)	Xenoacremonium sp. BF-2018a	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	BGC0002505__QOJ72663.1	None	None	None
bothref99_annots.tsv	BGC0002507__QNT61260.1	BGC0002507__QNT61260.1	spoP|Polyketide (sporandol)|polyketide synthase (biosynthetic)	Chrysosporium merdarium	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	BGC0002507__QNT61260.1	None	None	None
bothref99_annots.tsv	BGC0002515__KAF9708863.1	BGC0002515__KAF9708863.1	EKO05_004940|Polyketide (solanapyrone A)|hypothetical protein (biosynthetic)	Ascochyta rabiei	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	BGC0002515__KAF9708863.1	None	None	None
bothref99_annots.tsv	BGC0002525__BBU37368.1	BGC0002525__BBU37368.1	g433|Polyketide (fusarubin/1233A/1233B/NG-391/lucilactaene)|polyketide synthase (biosynthetic)	Fusarium sp.	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	BGC0002525__BBU37368.1	None	None	None
bothref99_annots.tsv	BGC0002537__BCD52390.1	BGC0002537__BCD52390.1	sptM|Polyketide/Terpene (emeridone F)|polyketide synthase SptM (biosynthetic)	Aspergillus sp.	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	BGC0002537__BCD52390.1	None	None	None
bothref99_annots.tsv	BGC0002538__QJX57338.1	BGC0002538__QJX57338.1	chaA|Polyketide (chaetolivacine A/chaetolivacine B/chaetolivacine C)|ChaA (biosynthetic)	Chaetomium olivaceum	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	BGC0002538__QJX57338.1	None	None	None
bothref99_annots.tsv	BGC0002539__QJY30853.1	BGC0002539__QJY30853.1	g67|Alkaloid (chaetoglobosin P/chaetoglobosin K/chaetoglobosin A)|PKS-NRPS hybrid protein (biosynthetic)	Discosia rubi	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	BGC0002539__QJY30853.1	None	None	None
bothref99_annots.tsv	BGC0002546__QHD43130.1	BGC0002546__QHD43130.1	PN-13|NRP/Polyketide (cytoglobosin X)|NRPS/PKS hybrid protein (biosynthetic)	Chaetomium globosum	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	BGC0002546__QHD43130.1	None	None	None
bothref99_annots.tsv	BGC0002592__EAU31624.1	BGC0002592__EAU31624.1	ATEG_08451|Polyketide (geodin)|hypothetical protein (biosynthetic)	Aspergillus terreus NIH2624	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	BGC0002592__EAU31624.1	None	None	None
bothref99_annots.tsv	BGC0002594__ESU09199.1	BGC0002594__ESU09199.1	FGSG_03964|Polyketide (orcinol/orsellinic acid)|hypothetical protein (biosynthetic)	Fusarium graminearum PH-1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	BGC0002594__ESU09199.1	None	None	None
bothref99_annots.tsv	BGC0002596__CCE33500.1	BGC0002596__CCE33500.1	CPUR_07425|Polyketide (lecanoric acid/orsellinic acid)|polyketide synthase that catalyse the condensation of one acetyl-CoA and six malonyl-CoA resulting in formation of nor-rubrofusarin (biosynthetic)	Claviceps purpurea 20.1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	BGC0002596__CCE33500.1	None	None	None
bothref99_annots.tsv	BGC0002598__QTX15955.1	BGC0002598__QTX15955.1	oatA|Polyketide (ochratoxin A)|polyketide synthase (biosynthetic)	Aspergillus westerdijkiae	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	BGC0002598__QTX15955.1	None	None	None
bothref99_annots.tsv	BGC0002603__BBG28471.1	BGC0002603__BBG28471.1	cle1|Polyketide (chevalone E)|polyketide synthase Cle1 (biosynthetic)	Aspergillus versicolor	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	BGC0002603__BBG28471.1	None	None	None
bothref99_annots.tsv	BGC0002604__BBG67008.1	BGC0002604__BBG67008.1	sre6|Polyketide (sartorypyrone A)|polyketide synthase Sre6 (biosynthetic)	Aspergillus felis	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	BGC0002604__BBG67008.1	None	None	None
bothref99_annots.tsv	BGC0002605__AUS29485.1	BGC0002605__AUS29485.1	-|NRP/Polyketide (ochratoxin A)|polyketide synthase (biosynthetic)	Aspergillus carbonarius	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	BGC0002605__AUS29485.1	None	None	None
bothref99_annots.tsv	BGC0002606__AUS29490.1	BGC0002606__AUS29490.1	-|NRP/Polyketide (ochratoxin A)|polyketide synthase (biosynthetic)	Aspergillus niger	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	BGC0002606__AUS29490.1	None	None	None
bothref99_annots.tsv	BGC0002607__AUS29500.1	BGC0002607__AUS29500.1	-|NRP/Polyketide (ochratoxin A)|polyketide synthase (biosynthetic)	Aspergillus westerdijkiae	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	BGC0002598__QTX15955.1	None	None	None
